Wine,Alcohol,Malic.acid,Ash,Acl,Mg,Phenols,Flavanoids,Nonflavanoid.phenols,Proanth,Color.int,Hue,OD,Proline
2,11.879857,1.219618,1.996587,16.977036,87.761842,2.335667,1.614708,0.320639,1.643165,6.810681,1.05871,2.790562,442.81975
3,12.457503,3.948091,2.411367,21.495735,122.380296,1.529346,1.306801,0.167374,1.819869,6.413407,0.755677,2.109111,556.524504
1,14.142197,2.039219,2.236748,17.509961,103.760235,2.825525,3.912876,0.298394,1.832097,5.950905,1.047704,2.097227,1079.104998
3,13.087051,2.816565,2.564361,19.786058,107.479726,1.503254,1.936188,0.293967,1.54359,9.997362,0.616944,1.612731,727.699941
1,13.799086,1.99946,1.674352,18.060482,97.623842,2.623598,2.240948,0.278258,1.863019,5.606435,0.894667,3.210577,832.139245
1,11.719139,1.644415,2.357577,13.951346,104.154607,2.27945,0.543291,0.293533,1.194768,3.156304,0.835901,3.269845,829.902174
1,13.131788,1.965924,2.638044,19.693487,100.399133,2.918654,3.351867,0.392755,2.69898,5.370869,0.712253,2.71078,1061.882978
1,13.978536,0.750803,2.461774,14.846424,100.548808,2.724714,1.804532,0.279586,1.196188,6.331609,0.93144,2.801545,769.563505
3,12.466491,2.741833,2.235622,18.190043,86.198005,1.653074,0.771739,0.548998,1.375306,11.224352,0.941886,1.509509,685.589319
2,12.638427,3.031417,2.079341,17.325893,90.584068,1.379747,1.155519,0.340032,1.386749,3.323276,0.981749,3.021106,572.893764
2,13.705136,1.561598,2.772793,26.280155,86.818256,2.201903,1.871376,0.28317,1.285886,2.685807,1.095958,2.230938,460.804549
3,13.530832,1.597617,2.852705,17.87154,108.408475,2.700947,1.458783,0.203917,0.981564,7.130592,0.606398,2.160074,704.566623
2,11.904572,1.890305,2.343254,27.658982,79.81935,1.495777,1.431385,0.267064,0.771357,3.294661,1.089468,1.783412,539.949459
1,13.61543,1.699724,1.898121,21.431104,132.148635,1.921676,1.437725,0.382581,1.392643,4.407296,1.058566,3.167439,1533.000977
3,13.811698,4.683751,2.914894,22.917775,98.672089,1.920278,0.588271,0.520873,0.824226,5.88179,0.749834,1.577624,583.39877
2,12.747458,0.85472,2.246835,26.464761,109.825234,2.786902,2.84584,0.2667,0.93563,2.537501,1.087123,1.654878,353.661355
3,14.12093,2.972,1.974538,22.460124,99.29783,1.482434,0.499428,0.619503,1.283445,9.515219,0.629635,1.438051,509.489705
2,12.027494,3.593693,2.34696,16.545781,97.757581,2.561996,2.411177,0.426464,1.34279,3.687973,0.695007,2.07317,290.969811
3,12.641788,2.787897,2.115795,17.828428,97.430513,1.450008,0.779491,0.450466,0.740417,4.539609,0.775758,2.288712,538.224804
3,13.010127,1.560809,2.59535,21.50421,91.963798,1.882061,0.53418,0.515831,0.582716,8.675313,0.9834,1.365513,648.263948
3,11.608508,2.539123,2.513296,19.37419,100.805525,3.377735,0.652484,0.275304,1.23668,8.452817,0.650615,1.569235,851.564552
1,13.310568,1.857686,2.714242,19.929945,123.501421,2.978056,3.646162,0.323805,1.926734,5.921159,1.064423,3.387943,1727.509548
2,12.484956,2.798677,2.770801,22.710531,88.371172,2.128248,2.679593,0.366241,2.381726,3.463709,0.963191,2.833814,614.943014
3,12.322892,2.854777,2.881923,25.81911,131.5588,1.736733,0.381094,0.422993,1.481482,7.784396,0.660408,2.506895,936.671665
3,13.884436,3.066064,2.563,22.088575,109.007256,1.686226,0.883734,0.441805,1.180118,6.032334,1.031939,1.77066,677.688181
3,14.354368,4.337909,2.350619,20.383016,88.582097,2.631824,0.661613,0.563745,1.380737,5.366803,0.882354,1.647095,564.612621
3,13.058511,2.529143,2.492918,18.627745,99.951518,1.507244,0.717525,0.639279,0.361188,8.602968,0.832009,2.068765,582.57899
2,12.33273,1.633152,2.267848,22.853968,99.201426,1.973783,2.019993,0.168789,0.873411,2.394241,1.067877,3.109148,376.830553
3,14.43047,2.80136,2.151207,18.67736,91.540342,2.153973,1.490281,0.278405,1.524866,8.621004,0.573361,1.772367,705.807747
2,12.196263,2.986639,1.634825,21.900159,95.999924,1.827502,1.941647,0.273791,1.276861,4.439355,1.191893,2.803383,445.304058
3,13.522718,4.488859,2.934875,23.890574,86.156237,1.389197,1.391003,0.22979,2.312456,13.12026,0.618168,2.699944,702.790276
2,12.453627,1.616649,2.383815,15.430835,103.583328,2.272087,2.686477,0.338687,1.493059,3.830392,1.278327,3.210258,929.3071
3,13.059038,4.002506,2.477869,25.084481,87.218015,2.175235,2.908526,0.541387,1.741104,4.043259,0.546932,3.206626,423.102021
2,11.97164,1.307462,2.87561,18.737862,86.795414,1.799604,2.665333,0.285264,1.607024,4.794633,1.046765,2.295167,658.760071
2,11.564625,1.680427,2.408019,20.911559,87.240387,2.735866,1.984459,0.25801,1.302724,2.170536,0.967818,2.700052,402.174767
3,12.505094,2.402425,2.466168,19.203532,96.375709,2.86189,2.705007,0.217854,2.425586,6.764212,0.623304,1.324218,914.220181
3,11.659768,2.684105,2.220461,19.981368,97.572206,1.5138,1.718787,0.361877,1.487011,9.685034,0.963951,1.570018,543.369378
3,12.658466,3.442719,2.178695,23.79848,131.870602,2.032146,1.100645,0.389119,1.633021,9.254813,0.604629,2.435212,900.901815
1,14.415688,1.519792,2.014239,14.835678,97.279886,2.88494,3.283475,0.327453,1.690666,5.049313,1.113023,3.629262,1018.609779
2,12.527407,1.618105,2.148265,20.642497,85.308414,3.320366,2.183362,0.518479,1.900969,3.337073,1.220848,3.606876,456.48046
2,12.992128,1.850414,2.359214,20.653917,88.164732,1.415167,4.313131,0.239075,1.969423,2.282354,1.2551,2.682052,463.322107
2,11.774948,1.382835,2.49379,21.53293,107.337741,2.295059,2.301088,0.277345,1.322632,2.318045,0.927877,2.824527,360.422304
1,13.578544,1.972775,2.53023,26.625139,98.334025,2.618175,2.391608,0.259412,1.603027,6.406063,1.112319,3.560659,913.655642
2,12.150274,1.555822,2.109839,13.75308,96.656871,2.388021,2.275619,0.429252,1.812111,3.001814,1.021152,1.802049,910.441724
2,12.861821,1.570242,1.907976,19.492033,105.375774,3.244345,2.630752,0.672218,2.61207,4.824477,1.039595,2.200135,1249.292281
3,14.09098,2.502715,2.744609,17.655989,83.436783,1.97045,0.487601,0.36101,1.363627,8.24958,0.509853,1.514161,646.880663
1,12.469181,1.104382,2.632594,22.460557,112.561068,3.278525,2.372894,0.351188,1.524855,8.812601,0.662713,3.078551,543.400732
1,14.179558,1.648671,1.739521,16.600019,95.305893,3.394534,2.998559,0.219493,1.785242,6.197794,1.044108,2.789584,786.920616
1,14.305329,1.55794,2.481666,19.926206,107.548697,3.490262,3.37109,0.3632,2.62283,6.243603,1.317772,2.801158,1220.891641
1,13.564842,1.702279,2.48514,16.530853,98.345886,2.769792,2.830438,0.323929,1.255964,5.73684,1.021325,3.419838,1179.275102
2,13.876678,4.345507,2.180805,18.640968,99.006377,2.779321,2.974998,0.279141,1.177488,3.267678,1.324156,1.771537,334.456982
3,13.127403,2.209386,2.265724,13.405176,98.763488,1.701371,0.852533,0.6131,1.403874,7.747558,0.767847,1.866317,487.414703
3,12.47086,1.55521,2.769214,14.107879,106.658698,1.601412,0.672692,0.418906,1.31843,7.48853,0.670387,1.610916,619.212403
2,13.757375,1.656673,2.445511,21.935751,100.138878,3.126239,1.32227,0.280529,2.204167,2.739025,0.870209,1.881815,775.224909
2,12.542264,1.539257,2.205545,18.967897,83.03024,1.687014,1.227808,0.329794,1.562591,3.877723,1.087059,2.681373,321.506386
2,12.058797,3.05101,2.726778,20.205167,88.321687,2.56304,1.174541,0.383846,1.010792,3.380072,0.870654,2.838714,487.312286
2,12.376756,1.927415,1.943398,17.406975,77.969013,2.55524,0.436023,0.169687,1.240085,4.693759,1.390977,3.080896,676.807148
2,14.142919,1.700922,2.25118,17.82657,84.974404,1.747746,2.067733,0.315533,0.774909,1.477364,1.227261,2.815373,418.032296
3,13.470504,4.209429,2.598913,17.474252,91.672193,2.234616,1.542159,0.269815,0.780269,3.990736,0.669356,3.049511,392.029431
3,14.189911,4.001403,2.272633,25.472954,88.999443,1.485625,1.585683,0.419619,2.50456,6.571712,0.681352,1.592341,738.69679
3,11.571833,3.758802,2.283377,25.930927,100.93557,1.43329,1.357291,0.280035,1.469644,9.145802,0.738519,1.258151,796.170985
3,12.98121,3.675446,2.57534,20.120341,83.48951,1.301679,0.721482,0.391985,1.310652,6.798201,0.739723,3.540938,707.218322
3,13.451036,2.793696,2.274702,17.497277,88.861549,1.456777,1.643568,0.545157,0.610544,3.673406,0.61207,1.378877,641.0102
2,12.349063,1.55661,2.332854,20.836009,96.514057,2.238896,2.936821,0.270737,1.5758,2.066764,1.053577,3.043158,628.507269
1,13.057862,1.582383,2.573581,20.039247,109.461517,2.814459,2.746674,0.611393,1.486428,5.436369,0.77405,3.681146,951.37884
3,12.481841,3.299796,2.722226,19.603199,96.849159,1.776485,0.636756,0.609763,1.365857,6.430728,0.757815,1.309116,501.250165
2,12.865226,1.551689,2.514553,21.522883,98.675172,2.933745,1.559013,0.435324,2.247295,3.567222,1.443276,1.935277,868.511433
2,11.860932,0.888811,1.840238,20.77461,84.00653,2.329977,2.055382,0.266835,1.46083,3.470832,0.865112,2.132549,686.17602
3,12.81459,2.210857,2.088705,13.424591,110.119449,1.252348,0.501836,0.56946,1.603911,3.348885,0.815201,3.639608,667.137434
2,12.455895,1.320474,1.89078,17.286346,108.116401,1.499582,1.819179,0.431059,1.732434,2.717033,0.941714,3.545808,507.871388
1,13.905508,1.577429,2.571669,17.696755,85.555364,3.253938,3.27307,0.200991,2.887983,3.499515,1.020063,2.908756,1392.788784
3,12.404476,2.442787,2.546544,18.878066,84.051347,2.713297,1.139987,0.54967,1.601313,4.80336,0.907918,2.050305,536.032699
1,14.180507,1.621382,2.224326,20.39329,104.311229,3.139947,3.027786,0.252991,2.66669,6.362776,1.089812,3.826133,808.142389
2,13.369216,1.92537,2.221314,18.674357,79.252135,2.16008,2.346147,0.30172,1.014598,4.475778,1.077012,2.357988,674.052648
1,14.672081,1.704898,3.009906,19.427231,100.310342,2.722161,2.750529,0.378441,1.848258,5.17556,1.436419,2.661932,900.987886
2,12.694014,0.993752,2.251008,22.079141,90.370072,1.64911,0.522193,0.173636,0.777734,3.42218,1.58319,2.946335,334.786375
1,13.054133,1.68745,2.309065,21.527171,134.0872,2.366985,2.025576,0.432744,2.045291,5.85731,1.135074,2.268327,877.76804
2,11.556734,2.684514,2.577734,20.15246,90.231657,2.615157,2.571504,0.460033,1.864503,2.598631,0.813791,3.62259,354.615858
2,12.930611,1.964733,2.420396,16.084876,82.557225,2.725012,3.210224,0.381765,3.329267,2.34113,1.261392,2.840683,377.187635
3,13.047072,2.671826,2.481009,20.744352,90.842483,1.496925,1.620556,0.305714,1.867545,5.924995,0.875726,2.130638,608.467292
3,12.630625,0.851445,2.190876,18.492807,90.556658,1.824568,0.787302,0.64192,1.40372,8.19736,0.570349,1.328667,654.116545
1,13.414964,1.517298,2.240966,21.099435,88.60932,2.807296,2.826667,0.255133,2.197835,6.155983,1.204745,2.92454,1499.371768
2,12.172773,3.414116,2.237242,17.647985,82.375797,1.787016,2.022953,0.424478,1.947515,2.623198,1.332569,3.067698,376.050267
2,12.685375,1.07185,2.176987,24.61081,142.331886,2.56881,1.902602,0.342042,1.844772,3.538291,0.981237,1.965571,905.843041
2,12.153338,1.855789,2.527547,18.080468,96.702511,2.216459,3.41145,0.495301,1.559213,4.698435,1.231353,1.488639,638.071111
2,13.096696,1.277303,2.402409,16.604478,85.433924,2.755979,2.782316,0.172616,2.823445,3.762813,0.825698,3.067831,423.871014
2,11.986342,1.59738,2.67309,19.187271,98.167146,3.195657,2.198619,0.558569,1.681206,2.844382,0.676479,3.834814,401.933021
1,13.028097,1.881019,1.897012,14.713255,99.763684,2.466484,2.720867,0.310049,1.984785,2.202787,0.87296,2.753807,932.589973
2,12.376793,1.832916,2.522192,18.199361,80.787889,2.135317,2.691405,0.283428,1.873662,2.663277,1.010281,2.995753,503.859801
1,13.855165,1.654063,1.995706,19.853596,106.905882,3.030306,2.850669,0.278351,1.901629,4.906189,1.010398,3.243662,973.51945
2,13.052664,3.601121,2.450504,13.835602,82.495992,1.981486,1.290634,0.412488,1.021246,2.831841,0.944908,2.620231,267.457183
1,13.547333,1.596554,2.784084,17.253566,99.432608,2.698195,2.69987,0.218505,1.942382,6.242675,1.041137,3.455056,1156.422879
1,13.460026,0.925456,2.446181,11.993035,160.363352,2.622885,2.764049,0.537397,1.75764,5.405867,1.094234,3.047838,1245.599985
2,12.584529,1.396351,2.221065,14.207822,80.188642,2.227495,1.523632,0.520626,2.91823,2.418605,0.911026,3.485221,667.376236
1,14.01174,1.636603,2.358205,18.038686,96.622025,3.197867,2.482645,0.290008,1.593223,6.237797,1.076037,3.422728,882.501796
2,12.478928,1.298249,2.285546,15.802843,86.540763,2.351486,2.776632,0.324426,1.444678,3.024803,1.073327,3.195146,630.515586
1,13.432958,3.446384,2.277982,17.507003,105.199963,3.207022,2.668022,0.352105,1.888638,5.666121,1.044736,2.832201,1245.014122
3,12.522452,2.382702,2.922591,19.416155,107.785286,3.221491,3.563539,0.426399,1.944496,5.93409,0.557972,1.423123,410.100401
1,13.659098,1.725516,2.345459,22.419032,99.609883,2.617471,2.861597,0.28752,1.987835,4.74518,1.236229,3.190892,858.261925
1,12.843086,2.653975,2.573697,24.782492,105.648348,2.980752,1.808885,0.367231,1.131458,4.770375,0.710498,2.270175,659.963078
1,13.384267,1.161673,2.357179,19.46583,90.025813,2.675845,1.166039,0.342642,0.934763,5.796844,0.842958,2.694954,557.953904
3,12.501634,1.540415,2.533264,17.263041,89.637718,1.688785,1.678992,0.267395,1.497708,4.58077,0.795004,1.777379,509.858722
3,13.446981,1.169554,2.498674,21.273012,88.25716,2.827275,2.866459,0.359293,1.275797,6.003593,0.580219,2.050631,658.918615
1,13.922534,4.480163,2.206873,18.969352,118.732505,2.865372,2.705699,0.277503,1.826538,4.881942,1.528764,3.478517,790.64925
1,13.346608,1.80955,2.266063,14.488123,115.630784,2.265413,1.853459,0.443412,0.954066,4.10291,1.085572,1.636733,916.239652
1,13.026614,1.771718,2.711137,23.432423,88.705291,2.920889,3.964606,0.21105,1.723455,4.842162,1.10337,3.714803,808.285533
2,11.965658,1.740499,2.928092,21.202097,83.761245,2.54619,2.192484,0.159738,2.467695,4.718466,1.255853,3.178715,661.755332
2,11.5347,1.651125,2.346665,26.935263,81.852509,1.7767,1.393561,0.547856,1.148208,6.031619,0.933368,2.241727,545.704275
2,11.927698,0.816188,2.28336,18.175926,88.388872,1.519465,1.218205,0.563455,1.679484,4.912111,1.083786,3.003803,509.083809
1,13.422705,2.02482,2.563586,19.29053,106.860607,2.859903,2.697153,0.257495,1.541666,6.407195,1.153235,3.385107,1129.834547
2,11.930619,3.843075,2.248996,19.078205,97.68302,2.328835,2.187152,0.26482,0.579678,3.5492,1.360901,2.558744,648.376904
3,13.535425,1.542797,2.388851,18.535741,89.236383,1.537181,1.482938,0.276341,1.499084,4.804592,0.896938,3.558669,529.099919
1,12.062175,1.901896,2.870871,14.203663,107.940033,1.64563,0.707178,0.395593,1.017714,9.800916,1.078946,3.029752,565.130777
3,13.72321,4.813868,2.314302,27.267491,117.190451,1.969168,0.548926,0.5407,0.567581,9.239423,0.572008,1.455809,530.484313
2,13.055933,4.379535,2.352844,21.992924,85.449492,1.708184,0.94949,0.410511,0.852329,5.180537,0.769901,2.029429,494.819673
1,13.868047,1.644842,2.839718,19.437164,114.512389,3.264577,3.629856,0.325026,2.601365,6.218477,1.422815,2.74906,1346.963832
3,12.551885,3.872477,2.404868,21.746482,98.901194,1.784067,0.567005,0.544519,0.801895,6.534877,0.570487,1.47975,641.974873
2,12.030721,2.710702,2.242666,22.179915,84.027858,1.945725,1.509198,0.165831,2.501625,3.961618,0.837496,3.12084,617.292505
2,12.199459,1.506834,2.173124,19.952049,97.234684,2.486668,2.087883,0.618542,1.906044,2.625316,1.26735,2.936852,722.108105
3,13.75811,4.903998,1.614758,18.567158,88.954021,1.599598,0.77579,0.515181,1.232917,5.615627,1.11082,1.530271,669.743249
3,13.018988,2.79508,2.406476,16.463847,109.764169,2.214087,3.367859,0.288032,1.349168,4.626583,0.492769,1.489997,573.004174
3,13.26712,1.613601,2.74823,23.486881,105.658754,1.423919,1.148865,0.40919,1.26177,7.560259,0.666887,1.689144,705.523378
2,12.452507,1.31543,2.131284,20.250065,88.272751,3.18831,2.635645,0.410243,2.368749,2.861411,0.828629,2.026522,352.120377
2,12.474008,2.678502,2.535134,12.386032,97.701567,2.014702,1.34192,0.311644,1.530639,3.783883,1.061848,1.919094,682.232171
2,12.753971,1.330105,1.81763,21.332618,93.479599,1.866794,2.771797,0.186633,1.618459,2.489842,0.863523,3.511575,411.668123
2,11.898479,1.676028,3.048858,21.682904,91.642317,1.771939,1.208313,0.282325,0.835695,2.09244,1.068858,2.87739,538.860542
1,13.988781,1.916016,2.523191,18.152739,105.336264,2.70958,1.543096,0.274812,1.348714,9.197221,1.070845,3.217732,1501.039015
2,12.634701,1.357904,2.628507,23.85618,134.781271,2.797763,2.528674,0.290289,2.015878,2.362327,1.168565,3.278133,365.972892
2,12.561251,1.604003,2.29087,19.096798,96.838362,3.014249,2.846188,0.388901,1.972754,3.412051,0.95604,3.623311,1010.867594
2,12.455113,2.967646,2.113826,19.494732,82.938093,2.250637,2.303249,0.327919,1.492199,3.339317,1.165295,3.096955,344.774538
2,12.657949,1.440956,2.155895,19.505173,94.182821,1.780791,2.057544,0.457481,1.692754,6.368557,1.281944,2.084555,360.568521
2,11.532257,1.317706,2.688798,19.216169,89.767444,2.250435,2.392634,0.354853,1.627779,2.126631,1.110452,2.001896,698.980699
2,12.249849,1.690928,2.282229,17.901453,86.203819,2.570825,2.79828,0.557975,1.444965,5.038432,0.852621,3.169948,473.208938
1,14.149838,1.630171,2.074717,15.359449,107.780896,3.261713,3.059554,0.16516,1.93699,5.630368,1.105153,3.191762,1203.987392
1,13.486729,1.897411,2.313948,14.198447,100.011167,2.628192,2.708565,0.323766,1.979866,5.961094,1.096816,2.719336,1008.685733
2,12.318378,2.718183,2.14185,24.412254,88.247077,2.6867,2.795806,0.39897,1.854392,2.077471,0.731199,3.72642,357.275585
1,12.256196,1.715865,2.714026,23.866007,107.545668,1.446906,2.745743,0.343021,2.889689,1.864029,1.066458,2.788231,501.388889
1,13.606216,1.550214,2.204607,14.072589,101.676607,2.764974,0.812393,0.194541,0.780146,4.647842,1.427676,3.797874,877.075093
3,13.487857,3.462487,2.468348,20.820065,106.270104,1.365898,1.243299,0.191157,1.503373,5.483809,0.618202,1.38243,481.711776
2,12.297303,1.699933,2.636238,24.564534,87.848032,1.338972,3.099836,0.437375,2.022451,3.624837,1.058403,3.532486,379.552545
1,13.596004,0.976973,2.491149,21.544817,96.706154,2.663895,2.57271,0.276721,2.433122,2.849431,0.978887,3.024097,1324.906807
3,12.912549,2.347034,2.251778,20.788283,101.238663,1.767989,1.652106,0.492605,0.664538,5.767217,0.592472,1.375696,680.240178
2,12.498546,2.591491,1.814087,18.072856,76.254711,2.405397,2.188663,0.326867,1.657335,5.025523,1.076541,1.778164,632.837194
1,12.374316,1.903546,2.511182,12.656276,109.746754,3.658623,3.324561,0.191716,2.572875,6.618115,0.914734,2.780073,1002.597432
3,12.309115,3.387499,2.330971,18.779685,97.551866,1.681153,1.345914,0.384699,1.619649,6.118684,0.66014,1.566006,498.362792
2,12.286848,1.633936,2.264079,20.771726,81.167617,1.797447,4.018448,0.577081,2.168912,1.995091,1.196871,2.330842,1012.543379
2,11.45976,1.72767,2.423949,17.300591,79.790104,1.84591,0.61565,0.321616,0.862645,3.515217,0.914792,2.275732,440.374906
2,12.266627,1.891211,2.348207,21.989941,87.079552,1.884992,1.420461,0.437016,3.22086,2.051596,0.84145,3.025332,454.087988
3,12.962919,1.623914,2.338885,21.761091,97.542257,1.52226,2.661254,0.255516,1.623104,5.731519,0.548888,1.618216,652.613206
3,13.624228,1.685696,1.781427,19.355845,97.694738,1.607813,0.627814,0.574565,1.197971,5.17801,0.586704,1.686582,651.249692
3,13.35767,4.077425,2.513936,22.103382,96.741071,1.751521,1.031418,0.270493,0.845565,3.647593,0.649043,2.090581,482.33819
3,13.167008,2.939854,2.221513,17.962681,93.478176,1.915367,1.161299,0.284014,2.853849,3.83104,0.535792,1.626433,642.604971
2,13.027538,1.387828,2.364128,17.823604,108.947162,3.079477,3.002754,0.285973,2.283364,3.405652,0.979059,3.024638,915.657123
2,12.446033,1.45755,1.945094,19.812322,90.209358,1.80754,1.706561,0.706268,1.216029,2.383003,1.090927,3.744952,575.763813
1,12.151429,1.836726,2.338067,13.04849,109.202307,3.113675,3.023782,0.167332,1.842821,5.269749,0.987219,3.061694,860.974673
3,12.668504,3.012978,2.64546,26.225869,104.64557,1.952607,0.585584,0.583013,0.759382,8.336774,0.617279,1.366148,663.869678
1,13.435277,1.741802,2.960074,20.288658,145.715139,2.248057,1.782611,0.493856,1.491759,5.426747,1.367736,2.760747,1476.167906
3,12.767066,5.428589,2.133127,18.547949,82.26918,2.685265,0.538453,0.417639,0.760382,4.749107,0.617388,1.686632,646.11944
3,13.21194,2.537,2.123156,21.53344,85.667119,2.465983,0.524354,0.426491,0.666758,4.639912,0.671487,1.479589,372.839005
2,11.496103,0.885633,2.561304,14.484434,80.92483,2.226182,1.956602,0.259069,1.536105,3.265474,0.972243,2.691208,436.716835
1,13.454952,1.598196,1.991337,24.971847,106.429271,2.681284,2.902873,0.355212,3.178879,10.697783,0.801302,3.537796,1106.807774
2,12.613955,1.242849,2.468056,22.189523,86.762271,2.253918,2.286243,0.317572,0.482715,2.540195,1.127692,3.541066,676.115509
1,13.480769,2.036328,2.363342,18.752408,100.471558,3.223682,3.718914,0.585506,2.655543,3.483234,1.009434,1.931535,1006.767429
1,14.120909,5.077063,2.138756,15.675063,99.903459,2.997408,2.896633,0.315254,1.534557,6.197162,1.200499,3.445869,1235.640943
2,11.916434,1.937251,2.17304,15.811277,87.2952,3.267035,1.449157,0.204558,2.211162,3.630411,1.491115,3.614974,694.568436
2,12.438146,1.9554,2.252015,22.784261,102.620415,3.13749,0.699219,0.2821,0.661757,3.220936,0.975212,2.792635,477.591633
1,13.302975,2.10319,2.626591,19.749054,102.48338,2.183198,2.507204,0.267373,1.841472,3.570867,1.156303,3.537786,789.463618
2,11.147036,3.14846,2.842259,24.322869,101.171592,1.589663,2.904416,0.214545,2.015774,3.236303,1.286518,1.958563,474.0431
3,13.632284,1.98343,2.441124,20.057074,106.378533,1.344915,1.091419,0.580668,0.89152,10.869439,0.605722,1.651302,641.849522
2,12.622896,1.177007,1.675118,20.943252,98.613889,2.758789,2.733974,0.22186,2.928204,6.13557,1.515813,2.198188,343.319387
3,13.11391,3.214923,2.51599,27.657945,116.819152,1.289694,2.685341,0.515839,1.847142,5.396811,0.872494,2.076744,954.968444
3,12.788552,3.081695,2.219458,19.520255,98.122164,1.647271,0.500032,0.580038,0.82429,11.338145,0.977573,1.339558,526.383056
3,11.994571,2.60619,2.422236,19.519668,88.412355,1.501402,1.054961,0.172953,1.542718,7.43923,0.84516,1.599542,607.561378
2,11.699691,0.968406,2.064701,19.86023,78.394806,2.830118,2.258155,0.331778,0.959589,2.965187,1.014467,2.701557,368.48485
1,13.38311,1.728501,2.380502,16.739466,96.732073,3.095791,4.057752,0.267322,2.866499,5.88296,1.097623,3.151526,1162.218904
3,13.642345,3.246112,1.944363,21.928781,88.058271,1.911435,0.770411,0.589331,0.905735,8.173358,0.604712,2.052114,570.495738
2,12.481199,1.903517,2.480925,19.96895,96.651507,1.587988,1.334528,0.329507,0.420608,6.179226,1.447553,3.680592,380.345276
1,13.329323,4.711395,1.615117,13.942393,103.390021,2.299224,2.866978,0.311836,1.223287,2.38989,1.04063,3.570269,914.348309
2,12.66769,1.091761,2.004571,15.083885,76.881096,1.827264,2.235882,0.550611,1.39383,3.38376,1.353488,2.187599,506.886562
2,11.77707,1.610974,1.939048,21.941672,125.551548,1.22874,1.402938,0.541496,2.442086,2.263884,1.04547,3.014746,1044.710034
2,12.369204,1.724482,2.308372,21.047812,98.312117,2.868367,3.319611,0.181888,2.441953,3.189763,1.000013,3.125683,274.120671
1,13.977631,1.906861,2.40054,13.60427,85.371448,2.764807,2.719475,0.30897,1.791834,5.893477,1.07578,3.173676,1303.154475
1,13.613925,1.818694,2.376188,13.663471,96.872047,2.776134,3.078344,0.543797,1.228906,6.581521,1.120455,2.745115,1182.626933
2,12.577926,1.05736,2.493939,20.73024,85.220766,2.511986,2.238834,0.337641,1.217131,4.099242,1.241948,3.382456,323.926295
3,12.980186,4.758283,2.404652,20.014921,109.443754,1.543402,2.152707,0.336806,1.214654,4.745215,0.956898,2.063723,507.128953
2,11.651391,1.969185,1.608019,17.801952,86.367557,1.994229,0.506138,0.25266,1.572204,2.508603,0.874575,2.781256,541.325087
2,11.822233,1.683889,2.365812,18.321372,77.349178,1.76333,1.67097,0.561452,1.094342,3.03161,0.859766,3.432362,549.577847
2,11.989853,1.795328,2.410504,16.382065,79.740658,2.144227,2.22338,0.352614,1.278982,2.670171,0.993581,2.702099,605.099545
3,12.970335,2.347932,2.56608,18.309303,127.790364,2.02537,1.045771,0.231775,1.554332,5.748508,0.822894,1.436466,520.926303
1,13.498902,1.761585,2.653902,19.739763,91.234601,2.766402,2.747724,0.424303,1.478908,5.755472,1.394678,2.787684,1091.852598
1,13.845953,1.62871,2.37098,18.237185,97.550221,1.596563,3.49171,0.180846,2.82017,3.269488,1.017184,3.65232,832.287212
2,12.406912,4.397532,2.306378,14.921502,99.845572,1.703759,1.497151,0.3153,1.336364,2.881182,0.961395,3.102776,563.037011
1,13.910349,1.870555,2.552948,17.293919,86.599322,2.721656,2.684808,0.280372,1.514456,5.299301,0.917227,2.626164,1356.922123
1,12.992315,1.684371,1.830542,17.024053,101.357087,2.723267,2.216288,0.252851,1.696045,5.018157,0.733965,2.822373,751.757874
2,13.872099,4.848497,2.367848,21.312726,98.097646,2.730962,2.327215,0.232316,2.154403,5.502287,0.907202,3.590859,374.981572
2,13.422918,1.771302,2.295775,15.802015,88.172901,2.340015,1.974957,0.501963,1.474579,4.068573,0.789015,3.15119,668.422157
2,11.924402,3.954155,2.827333,15.988666,99.144434,2.24999,1.967058,0.215265,1.265797,3.417534,1.118573,3.378665,360.920666
2,11.729508,0.983452,2.499399,20.830483,99.376578,2.250924,1.172854,0.525182,1.369242,2.568727,1.33006,3.196588,709.698672
2,11.139787,1.195105,2.612972,21.717693,113.130792,2.715355,0.557904,0.324926,0.815789,2.905399,1.162599,3.627915,652.403873
2,11.809412,2.433267,2.349527,21.277537,105.137808,3.035185,0.776366,0.533448,1.28768,3.057401,1.19686,1.903994,827.010917
1,14.437304,1.570166,2.420125,17.72833,128.854319,2.681609,3.586281,0.204862,1.914894,7.266206,1.079068,3.047386,1295.075831
3,13.535525,0.994981,2.347763,18.004442,143.63998,3.107463,1.724455,0.37786,1.230216,9.989792,0.661326,2.042826,642.202033
1,14.067692,1.697934,2.076787,25.090625,100.497194,2.846838,3.055324,0.275533,2.07851,4.860275,1.073386,3.367439,990.164799
3,11.804302,1.719231,2.351114,16.028307,84.312119,1.454008,1.192679,0.266676,1.826704,4.316329,0.643836,3.242699,775.752782
2,12.395481,1.170704,2.010366,21.780558,85.595954,2.731559,2.71318,0.325008,2.514734,3.226266,1.44976,1.367054,390.128202
1,13.690387,1.661177,2.529564,19.615928,108.289797,2.495899,2.684301,0.300615,1.303211,4.982882,0.985259,3.51253,924.641036
2,14.012874,3.751692,2.242158,26.45069,90.530819,2.223988,2.185829,0.437989,0.764023,2.182292,1.394372,1.698006,294.844368
